"","title","org","abstract","filename"
"105","Army Wideband Satellite Communications (SATCOM) Bandwidth Study","TRADOC Analysis Center-Ft Leav","54th AORS 2016                             ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                   Security Classification: UNCLASSIFIED        Title: Army Wideband Satellite Communications (SATCOM) Bandwidth Study    Keywords: SATCOM, throughput, wideband, transport convergence, jamming, scintillation    Recommended Working Group Session(s): Future Capabilities, Cyber Analysis    Corresponding Author:    Last: Sanders                First: Rick                                                  Org: TRADOC Analysis Center-Ft Leav    Street: 255 SEDGWICK AVENUE    City:     FT LEAVENWORTH                State: KS                          Zip: 66027-2345            Country: USA    Phone Comm: 913-684-9169                Fax Comm: 913-684-9222    Phone DSN:       552-9169               Fax DSN:                     552-9222    Email:     richard.d.sanders32@mail.mil    Additional Authors:    Last:                        First:                                                       Org:    Last:                        First:                                                       Org:    Last:                        First:                                                       Org:    Sponsor (for Contractors only):    Printed Name:                                                                             Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release. Australia, Canada, Federal Republic of Germany, France, the Netherlands,                                      New Zealand, Republic of Korea, and United Kingdom.       releasable to these countries:___________________________________________________________    Printed Name: Oren L. Hunsaker    Signature:                                                                                          Date: 20160727                                                  Digitally signed by HUNSAKER.OREN.LEE.1141781304                                                  DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                     HUNSAKER.OREN.LEE.1141781304 cn=HUNSAKER.OREN.LEE.1141781304                                                  Date: 2016.07.27 10:33:53 -05'00'                                                UNCLASSIFIED  Abstract: The Army requires access to secure, reliable information out to the tactical edge. Currently, satellite communication (SATCOM) is the only means for providing this connectivity when maneuvering forces are beyond line-of-sight of their command post, other units, and coalition forces. As the Department of Defense military wideband satellites reach end of life, the Services must be prepared to defend their wideband SATCOM requirements for a future wideband SATCOM analysis of alternatives. The Headquarters, Department of the Army G-3/5/7 initiated the Army Wideband SATCOM Bandwidth Study in November of 2015 and directed the TRADOC Analysis Center (TRAC) establish a study team to determine Army wideband SATCOM requirements to support deployed forces conducting expeditionary maneuver in the 2030 timeframe. The study team combined an extensive literature review, network connectivity analysis, and operational assessment to develop the Army wideband SATCOM requirements in terms of throughput by warfighting function and echelon. By combining the outputs from two different models, utilizing two operational scenarios, and current Army operational data, TRAC developed a baseline communication requirement. Subject matter experts (SME) were consulted to validate or construct communication requirements to fill data voids in the demand signal. SMEs also prioritized the communications requirements based on the missions and activities. The study team also examined operational impacts of transport convergence and threat jamming/scintillation on throughput requirements. This presentation will describe the study scope, methodology, and data techniques used to develop the estimated throughput requirement and insights on transport converge and threat jamming/scintillation. It will also outline various analytic challenges as well as lessons learned throughout the study.","20160729SandersTRAC-FLVN-Army_Wideband_Satellite_Communications_(SATCOM)_Bandwidth_Study.txt"
"106","Cross Service Fixed-Wing Cost Estimation","TRAC-Monterey","54th AORS 2016                              ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                    Security Classification: UNCLASSIFIED        Title: Cross Service Fixed-Wing Cost Estimation    Keywords: cost estimation, fixed-wing    Recommended Working Group Session(s): Force Development    Corresponding Author:    Last: Shingleton              First: Jarrod                                               Org: TRAC-Monterey    Street: 700 Dyer Road    City:     Monterey                      State: CA                          Zip: 93943                 Country: USA    Phone Comm: 831~6566271                 Fax Comm:    Phone DSN:                              Fax DSN:    Email: jarrod.s.shingleton.mil@mail.mil    Additional Authors:    Last:                         First:                                                      Org:    Last:                         First:                                                      Org:    Last:                         First:                                                      Org:    Sponsor (for Contractors only):    Printed Name:                                                                             Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________                                       USA/AUS/CAN/FRA/DEU/NLD/NZL/ROK/GBR    Printed Name: Cynthia A. Acord, Foreign Disclosure Officer, TRAC-WSMR    Signature:                                                                                          Date: 07/27/16                                                  Digitally signed by ACORD.CYNTHIA.ANN.1115709280                     ACORD.CYNTHIA.ANN.1115709280 DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                                                  cn=ACORD.CYNTHIA.ANN.1115709280                                                  Date: 2016.07.27 11:17:42 -06'00'                                               UNCLASSIFIED  Abstract: The U.S. Army Training and Doctrine Command (TRADOC) Analysis Center (TRAC), in the conduct of analyses of alternatives (AoA) to assess materiel acquisition, requires the ability to compute alternative capabilities’ operational costs to meet mission demands. These considerations are not limited to Army-proposed capabilities, but often include Joint capabilities as well, complicating the comparison of the costs to employ materiel solutions. This challenge is especially acute when assessing costs of munitions delivered from platforms operated by one of the Army's sister services – strict comparisons of life cycle costs are inadequate. The analytic community and senior decision makers desire a method to compare costs to conduct an attack of a given target with alternative means that include aerial (rotary wing, fixed wing) or surface (ship, ground launcher) platforms. This presentation will focus on methodologies used by the Air Force and Navy to develop fixed wing operating and support cost estimates and how they may be used to develop mission costs that are equitable for all systems considered in an analysis.","20160729ShingletonTRAC-MTRY-Cross_Service_Fixed-Wing_Cost_Estimation.txt"
"107","Logistics Battle Command","TRADOC Analysis Center – Fort Lee","54th AORS 2016                             ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                    Security Classification: UNCLASSIFIED        Title: Logistics Battle Command    Keywords: AVA, Discrete Event Simulation, Probability, Stochastic, Distributions, Supply, Sustainment, Th    Recommended Working Group Session(s): Sustainment    Corresponding Author:    Last: Shockley                First: Jonathan                                             Org: TRADOC Analysis Center – Fort Lee    Street: 700 Quarters Road, Suite 210    City:     Fort Lee                     State: VA                           Zip: 23801-1703            Country: USA    Phone Comm: 804-765-1835               Fax Comm: 804-765-1456    Phone DSN:       536                   Fax DSN:                      536-1456    Email: jonathan.d.shockley.civ@mail.mil    Additional Authors:    Last:                         First:                                                      Org:    Last:                         First:                                                      Org:    Last:                         First:                                                      Org:    Sponsor (for Contractors only):    Printed Name:                                                                             Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________                                       USA/AUS/CAN/FRA/DEU/NLD/NZL/ROK/GBR    Printed Name: Cynthia A. Acord, Foreign Disclosure Officer, TRAC-WSMR    Signature:                                                                                          Date: 07/25/16                                                  Digitally signed by ACORD.CYNTHIA.ANN.1115709280                     ACORD.CYNTHIA.ANN.1115709280 DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                                                  cn=ACORD.CYNTHIA.ANN.1115709280                                                  Date: 2016.07.25 15:01:02 -06'00'                                                UNCLASSIFIED  Abstract: The Logistics Battle Command (LBC) model, developed and used by the Training and Doctrine Command (TRADOC) Analysis Center, is a discrete event simulation written in Java that uses the Naval Postgraduate School's Simkit Application Programming Interface. LBC is currently used for comparative assessments of force designs, weapon systems, vehicles or concepts of support with respect to their impact on military logistics, but it is also being developed into a decision support tool for planners and logisticians with a target roll-out date of 2018. LBC provides some distinct modeling advantages by nesting transportation, communication, and planning networks. It may run deterministically or apply probability distributions to obtain stochastic results, making it ideally suited for use with experimental design. LBC accepts input from other tools such as Force Generator (FORGE), Joint Integrated Contingency Model (JICM), Attrition Distribution Tool (ADT), and Operations Logistics (OPLOG) Planner. This presentation will cover the recently integrated Threat Impact Assessment capability, which allows LBC to account for attrition and loss of supplies and supply distribution assets as a result of enemy actions against resupply operations.","20160729ShockleyTRAC-Lee-Logistics_Battle_Command.txt"
"108","COMBATXXI Scenario Versioning System (CSVS)","TRAC-WSMR","54th AORS 2016                              ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 8 July 2016.                                    Security Classification: UNCLASSIFIED        Title: COMBATXXI Scenario Versioning System (CSVS)    Keywords: Scenario Integration, Version Control Software, COMBATXXI    Recommended Working Group Session(s): Modeling and Simulation (M&S)    Corresponding Author:    Last: Solis                  First: Adrian                                                Org: TRAC-WSMR    Street: TRADOC Analysis Center, TRAC-WSMR, Bldg. 1400, Martin Luther King Avenue    City:     WSMR                         State: NM                           Zip: 88002                 Country: USA    Phone Comm: 575-678-2043               Fax Comm: 575-678-6887    Phone DSN:       258-2043              Fax DSN:                      258-6887    Email: adrian.c.solis2.civ@mail.mil    Additional Authors:    Last:                        First:                                                       Org:    Last:                        First:                                                       Org:    Last:                        First:                                                       Org:    Sponsor (for Contractors only):    Printed Name:                                                                             Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________                                       USA/AUS/CAN/FRA/DEU/NLD/NZL/ROK/GBR    Printed Name: Cynthia A. Acord, Foreign Disclosure Officer, TRAC-WSMR    Signature:                                                                                          Date: 07/06/16                                                  Digitally signed by ACORD.CYNTHIA.ANN.1115709280                     ACORD.CYNTHIA.ANN.1115709280 DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                                                  cn=ACORD.CYNTHIA.ANN.1115709280                                                  Date: 2016.07.06 11:49:14 -06'00'                                               UNCLASSIFIED  Abstract: The Scenario Integration Tool Suite (SITS) is the Combined Arms Analysis Tool for the 21st Century’s (COMBATXXI) next generation preprocessor (graphical user interface). SITS is designed to assist creation of dynamic scenarios by providing a suite of scenario development tools (force structure, unit layout, behavior (tactics, techniques, and procedures) development, communications, fires), and validation cues for correctness and completeness before the scenario is executed in the COMBATXXI model. A major goal of SITS is to provide new tools to decrease the time needed for scenario development. One such tool is the COMBATXXI Scenario Versioning System (CSVS), which allows multiple users to develop and integrate into a single scenario, near simultaneously, using Subversion technology. This has the potential to decrease the scenario development timelines supporting analyses of alternatives and to improve the integration process. This presentation will describe how CSVS will improve dynamic scenario development.","20160729SolisTRAC.WSMR.COMBATXXI_Scenario_Versioning_System_(CSVS).txt"
"109","Stand Alone Facilities – Force Protection Study","TRADOC Analysis Center – Fort Lee","54th AORS 2016                             ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                    Security Classification: UNCLASSIFIED        Title: Stand Alone Facilities – Force Protection Study    Keywords: Force Protection, Stand Alone Facilities, Armed Soldiers, TRADOC, USACC, USAREC, Active    Recommended Working Group Session(s): Force Protection    Corresponding Author:    Last: Sulewski                First: Charles                                              Org: TRADOC Analysis Center – Fort Lee    Street: 700 Quarters Road, Suite 210    City:     Fort Lee                     State: VA                           Zip: 23801-1703            Country: USA    Phone Comm: 804-765-1821               Fax Comm: 804-765-1456    Phone DSN:       536                   Fax DSN:    Email: charles.a.sulewski.mil@mail.mil    Additional Authors:    Last:   McGrath               First: Amy                                                  Org: TRADOC Analysis Center – Fort Lee    Last:                         First:                                                      Org:    Last:                         First:                                                      Org:    Sponsor (for Contractors only):    Printed Name:                                                                             Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________                                       USA/AUS/CAN/FRA/DEU/NLD/NZL/ROK/GBR    Printed Name: Cynthia A. Acord, Foreign Disclosure Officer, TRAC-WSMR    Signature:                                                                                          Date: 07/25/16                                                  Digitally signed by ACORD.CYNTHIA.ANN.1115709280                     ACORD.CYNTHIA.ANN.1115709280 DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                                                  cn=ACORD.CYNTHIA.ANN.1115709280                                                  Date: 2016.07.25 09:25:14 -06'00'                                                  UNCLASSIFIED  Abstract: As a result of the horrific 16 July 2015 shootings at the Armed Forces Recruiting Center and Reserve Center in Chattanooga, TN, the Department of the Army, in conjunction with sister services, is determining how additional requirements to security and force protection measures will protect Soldiers, Sailors, Airmen, Marines, and Coastguardsmen at off-installation Stand Alone Facilities (SAFs). Traditionally, SAFs have limited organic capability to respond to emergency situations. They are typically visible and accessible to the civilian populace by their design, purpose, or location, as SAFs physically reside within a community apart from a standard installation. Examples of SAFs include Recruiting Centers, campus-based ROTC programs located within universities, and U.S. military activities that reside off-installation in federal, state, or leased facilities. The objective of this study is to help inform leaders of the current status of SAFs so they can develop Arming CONOPs should a threat arise requiring a decision to alter local force protection and security measures. This analysis is pre-decisional, so this presentation will address the study plan and methodology, while providing insight on how the study team overcame several challenges faced when conducting this complex analysis.","20160729SulewskiTRAC-Lee-Stand_Alone_Facilities_–_Force_Protection_Study.txt"
"110","","TRAC-WSMR","54th AORS 2016                              ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 8 July 2016.                                      Security Classification: UNCLASSIFIED               2030 Manned Unmanned – Teaming (MUM-T) Study    Title:    Keywords: manned unmanned - teaming, unmanned aerial systems, Army Aviation    Recommended Working Group Session(s): Force Development    Corresponding Author:    Last: Wagner                    First: Jesston                                               Org: TRAC-WSMR    Street: TRADOC Analysis Center, TRAC-WSMR, Bldg. 1400, Martin Luther King Avenue    City:     WSMR                            State: NM                           Zip: 88002                 Country: USA    Phone Comm: (575) 678-6949                Fax Comm: 575-678-6887    Phone DSN:        258-6949                Fax DSN:                      258-6887    Email: jesston.r.wagner.mil@mail.mil    Additional Authors:    Last:   Newton                  First: Heather                                               Org: TRAC-WSMR    Last:                           First:                                                       Org:    Last:                           First:                                                       Org:    Sponsor (for Contractors only):    Printed Name:                                                                                Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________                                         USA/AUS/CAN/FRA/DEU/NLD/NZL/ROK/GBR    Printed Name: Cynthia A. Acord, Foreign Disclosure Officer, TRAC-WSMR    Signature:                                                                                             Date: 07/06/16                                                     Digitally signed by ACORD.CYNTHIA.ANN.1115709280                     ACORD.CYNTHIA.ANN.1115709280    DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                                                     cn=ACORD.CYNTHIA.ANN.1115709280                                                     Date: 2016.07.06 15:32:13 -06'00'                                             UNCLASSIFIED  Abstract: In support of the Department of the Army G-3/5/7 DAMO-Aviation, the United States (U.S.) Army Training and Doctrine Command (TRADOC) Analysis Center (TRAC) led an Army Regulation 5-5 study on MUM-T. The study purpose was to identify the 2030 vision for MUM-T, determine desired capabilities and attributes for MUM-T systems, and examine feasibility of desired capabilities and attributes to meet the 2030 demand signal. Key aspects of the study included development and staffing of a 2030 MUM-T vision, identification of desired capabilities and attributes, attribute feasibility assessment, and a Threat and operational assessment. The exploratory nature of this analysis combined with time and funding limitations led the study team to rely heavily on Warfighter and technical subject matter expert input. Based on all information gathered, the analysis team delivered a stakeholder-approved vision statement, a list of desired capabilities and attributes, and near- and mid-term considerations for MUM-T capability development along with recommendations on areas to focus future analysis efforts. This presentation will discuss the study methodology including the measurement space workshop, Warfighter workshops and surveys, feasibility assessment, and operational assessment.","20160729WagnerTRAC-WSMR-2030_Manned_Unmanned_Teaming_(MUM-T)_Study.txt"
"111","Analysis of Tactical Wheeled Vehicle Accidents in the US Army","TRADOC Analysis Center – Fort Lee","54th AORS 2016                             ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                   Security Classification: UNCLASSIFIED        Title: Analysis of Tactical Wheeled Vehicle Accidents in the US Army    Keywords: Safety, Accidents, Tactical Wheeled Vehicles, Master Driver Trainer Qualification Course    Recommended Working Group Session(s): Manpower, Personnel, & Training Analysis    Corresponding Author:    Last: Walkowicz              First: Joseph                                                Org: TRADOC Analysis Center – Fort Lee    Street: 700 Quarters Road, Suite 210    City:     Fort Lee                     State: VA                           Zip: 23801-1703            Country: USA    Phone Comm: 804-765-1811               Fax Comm: 804-765-1456    Phone DSN:       536                   Fax DSN:    Email: joseph.m.campbell-walkowicz.civ@mail.mil    Additional Authors:    Last:   Steffey              First: John                                                  Org: TRADOC Analysis Center – Fort Lee    Last:                        First:                                                       Org:    Last:                        First:                                                       Org:    Sponsor (for Contractors only):    Printed Name:                                                                             Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________                                      USA/AUS/CAN/FRA/DEU/NLD/NZL/ROK/GBR    Printed Name: Cynthia A. Acord, Foreign Disclosure Officer, TRAC-WSMR    Signature:                                                                                          Date: 07/25/16                                                  Digitally signed by ACORD.CYNTHIA.ANN.1115709280                     ACORD.CYNTHIA.ANN.1115709280 DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                                                  cn=ACORD.CYNTHIA.ANN.1115709280                                                  Date: 2016.07.25 15:49:42 -06'00'                                               UNCLASSIFIED  Abstract: The United States Army Transportation School developed the Master Driver Trainer Qualification Course (MDTQC) in Fiscal Year 13 in an effort to reduce accident rates. The MDTQC covers standard programs for operator safety, risk management, and accident avoidance. Course graduates become a certified Master Driver Trainer (MDT) responsible for planning and implementing their unit’s driver training programs. Through its graduates, the MDTQC aims to reduce the frequency and severity of Tactical Wheeled Vehicle (TWV) accidents across Army commands. The Transportation School asked TRAC-LEE to identify a correlation between their course and the TWV accident rate and thus determine if their strategy was working. TRAC-LEE leveraged a US Army Combat Readiness Center database of vehicular accidents to consider the impact of MDTs on US Army driver safety and TWV accidents. In addition, a survey of the MDTQC graduates was conducted to gauge their influence on unit implementation, including effectiveness and training. Using these lines of evidence, TRAC-LEE found a positive relationship between the implementation of the MDTQC and a reduction in the frequency and severity of Army TWV accidents. A similar relationship was found when classification, vehicle type, and geographical location were taken into account. This presentation will discuss the analysis and findings of TWV accidents before and after the inception of the MDTQC.","20160729WalkowiczTRAC-Lee-Analysis_of_Tactical_Wheeled_Vehicle_Accidents_in_the_US_Army.txt"
"112","EAB M113 FoV Replacement AoA Course of Action Development","TRADOC Analysis Center-Ft Leav","54th AORS 2016                             ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                   Security Classification: UNCLASSIFIED        Title: EAB M113 FoV Replacement AoA Course of Action Development    Keywords: M113, M1068, AMPV, Stryker, AoA    Recommended Working Group Session(s): Future Capabilities    Corresponding Author:    Last: WILD                   First: SHAUN                                                    Org: TRADOC Analysis Center-Ft Leav    Street: 255 SEDGEWICK AVENUE    City:     FORT LEAVENWORTH              State: KS                             Zip: 66027-2345            Country: USA    Phone Comm: (913) 684-7548              Fax Comm: 913-684-9222    Phone DSN:       552-7548               Fax DSN:                        552-9222    Email: shaun.m.wild.mil@mail.mil    Additional Authors:    Last:                        First:                                                          Org:    Last:                        First:                                                          Org:    Last:                        First:                                                          Org:    Sponsor (for Contractors only):    Printed Name:                                                                                Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.                                      Australia, Canada, Federal Republic of Germany, France, the Netherlands, New Zealand,       releasable to these countries:___________________________________________________________                                      Republic of Korea, and United Kingdom.    Printed Name: Oren L. Hunsaker    Signature:                                                                                             Date: 20160727                                                     Digitally signed by HUNSAKER.OREN.LEE.1141781304                                                     DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                     HUNSAKER.OREN.LEE.1141781304    cn=HUNSAKER.OREN.LEE.1141781304                                                     Date: 2016.07.27 10:32:23 -05'00'                                             UNCLASSIFIED  Abstract: ABSTRACT: In 2009, the Army canceled the M113 program because of shortfalls in force protection and mobility highlighted during Operation Iraqi Freedom. The 2012 Armored Multi-Purpose Vehicle (AMPV) Analysis of Alternatives (AoA) identified requirements for replacing the M113 in the ABCTs. However, there remain some 1,200 M113 Family of Vehicles (FoVs) in Echelons above Brigade (EAB) Field Artillery (FA) and Engineer Brigades (BDEs) without a plan for replacement. A 2012 Congressional Inquiry Study found that these units face high risk to mission accomplishment when operating with M113s. In April of 2015, the TRADOC Analysis Center was tasked to conduct an Analysis of Alternatives on the M113 FoV in EAB. The purpose of the AoA was to inform senior Army decision makers with analytic evidence to support requirements documentation and acquisition decisions. The development of replacement courses of action (COAs) was one of the most complicated aspects of the study. The M113 FoV in EAB serves in both general purpose and mission command mission roles, resides in two different branches and is employed from the squad level up to the battalion commander. The M113 FoV’s replacements need to fill the same wide range of capabilities at an affordable cost. The study screened hundreds of candidates to arrive at four alternatives: Stryker Flat-Bottom Hull, Stryker Double-V Hull, Mobile Tactical Vehicle Light with additional Force Protection, and Armored Multi-Purpose Vehicle. The study considered many combinations of these alternatives between pure fleet and mixed fleet, new procurement and reusing existing Army inventories. Using cost, performance, operational impact, and risk analysis, the study was able to recommend feasible and affordable COAs that mitigated capability gaps and met the warfighter’s needs. This presentation will discuss the study’s method for developing and evaluating its COAs.","20160729WildTRAC-FLVN-EAB_M113_FoV_Replacement_AoA_Course_of_Action_Development.txt"
"113","Ground Mobility Vehicle (GMV) Analysis of Alternatives","TRADOC Analysis Center-Ft Leav","54th AORS 2016                                ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                      Security Classification: UNCLASSIFIED        Title: Ground Mobility Vehicle (GMV) Analysis of Alternatives    Keywords: AoA, Maneuverability, Transportability, Airborne, Air Assault, Offset Drop Zone    Recommended Working Group Session(s): Enduring Working Group (Future Capabilities)    Corresponding Author:    Last: Willis                   First: Jake                                                 Org: TRADOC Analysis Center-Ft Leav    Street: 255 SEDGWICK AVENUE    City:     FT LEAVENWORTH                 State: KS                          Zip: 66027-2345            Country: USA    Phone Comm: 913-684-9815                 Fax Comm: 913-684-9222    Phone DSN:        552-9185               Fax DSN:                     552-9222    Email:     jake.j.willis.civ@mail.mil    Additional Authors:    Last:   Serota                 First: Douglas                                              Org: TRADOC Analysis Center-Ft Leav    Last:                          First:                                                      Org:    Last:                          First:                                                      Org:    Sponsor (for Contractors only):    Printed Name:                                                                              Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release. Australia, Canada, Federal Republic of Germany, France, the Netherlands,                                          New Zealand, Republic of Korea, and United Kingdom.       releasable to these countries:___________________________________________________________    Printed Name: Oren L. Hunsaker    Signature:                                                                                           Date: 20160727                                                   Digitally signed by HUNSAKER.OREN.LEE.1141781304                                                   DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA,                     HUNSAKER.OREN.LEE.1141781304  cn=HUNSAKER.OREN.LEE.1141781304                                                   Date: 2016.07.27 10:32:54 -05'00'                                              UNCLASSIFIED  Abstract: The Army Capabilities Integration Center (ARCIC), Training and Doctrine Command (TRADOC) initiated the GMV AoA in September of 2015 in support of a future Acquisition Category (ACAT) III, Milestone C decision. The purpose of the AoA is to evaluate commercial off-the-shelf vehicle capabilities to enable the rapid employment of squad-sized light infantry forces. The TRADOC Analysis Center (TRAC) established a study team to examine the alternatives that could mitigate the capability gap resulting from the Infantry Brigade Combat Team (IBCT) lack of sufficient enhanced tactical mobility to rapidly transport and maneuver forces across extended distances as part of a Joint Forcible Entry team in all environmental conditions. The GMV AoA Study Directive identified two study issues for the AoA to address: (1) assess the cost, schedule, and performance risks for each alternative considering life-cycle cost, weight, and size of a vehicle, and (2) assess IBCT operational effectiveness for each alternative considering maneuverability, fixed-wing employment, and rotary-wing employment. This presentation will discuss how the study team assessed operational effectiveness of the GMV alternatives by focusing on the transportability and maneuverability of the alternatives within two scenario vignettes, both involving offset drop zone/landing zones. It will include methodologies for the two efforts and outline various challenges as well as lessons learned throughout the study.","20160729WillisTRAC-FLVN-Ground_Mobility_Vehicle_(GMV)_Analysis_of_Alternatives.txt"
"114","Intelligence Support to Defensive Cyber Operations","INSCOM","54th AORS 2016                             ABSTRACT SUBMISSION FORM Abstracts must be approved for public release or release to the foreign governments of Australia, Canada, France, Germany, the Netherlands, New Zealand, the Republic of Korea, and the United Kingdom. NOTE: It is the responsibility of the corresponding author to obtain the required release authority from their respective Foreign Disclosure Officer (FDO). Please email the completed and certified abstract submission form to the AORS Mailbox not later than 15 July 2016.                                   Security Classification: UNCLASSIFIED        Title: Intelligence Support to Defensive Cyber Operations    Keywords: Cyber, Intel, DCO    Recommended Working Group Session(s): Cyber Analysis    Corresponding Author:    Last: Beskow                 First: David                                                         Org: INSCOM    Street: 8825 Beulah Rd    City:     Fort Belvoir                State: VA                                Zip: 22060                                         Country: USA    Phone Comm: 703.706.1255              Fax Comm:    Phone DSN:                            Fax DSN:    Email: david.m.beskow.mil@mail.mil    Additional Authors:    Last:   Hopkins              First: Christopher                                                   Org: INSCOM    Last:   Torres               First: Enrique                                                       Org: INSCOM    Last:   Edmiston             First: Russell                                                       Org: INSCOM    Sponsor (for Contractors only):    Printed Name:                                                                                     Org:    Signature:    FDO Certification: I certify that this abstract has been reviewed and is (select one):       approved for public release.       releasable to these countries:___________________________________________________________                                      UNCLASSIFIED//FOUO//REL TO USA, DEU, FRA, KOR, NLD, FVEY    Printed Name: Richard E. Grady    Signature:       GRADY.RICHARD.E.1027254566                                                 Digitally signed by GRADY.RICHARD.E.1027254566                                                 DN: c=US, o=U.S. Government, ou=DoD, ou=PKI, ou=USA, cn=GRADY.RICHARD.E.1027254566                                                 Date: 2016.08.01 07:59:23 -04'00'                                                                                                                                    Date: 1 August 2016                                             UNCLASSIFIED  Abstract: Starting in 2015, the Intelligence and Security Commend (INSCOM) initiated a pilot program to provide additional intelligence support to Regional Cyber Centers. This effort is currently named the Defensive Cyber Operations Intelligence Support (DCOIS). As part of this pilot, the INSCOM ORSA Cell developed analytical techniques and tools that assist analysts in extracting relevant cyber data from intelligence data bases. These analytical techniques incorporate data fusion and entity extraction techniques using the R Programming language to produce a summary of cyber entities found in intelligence community databases. These entities are then uploaded to Cyber Situational Awareness Analytical Capabilities (CSAAC) to assess status and prioritize efforts. This tool increases the effectiveness of analysts in leveraging intelligence community data for use in Defensive Cyber Operations (DCO).","20160801BeskowIntelligence_Support_to_Defensive_Cyber_Operations.txt"
